"genotype","rep","image","openness","SE","df","asymp.LCL","asymp.UCL"
"W1406-001","1","8",3.24745743255741,0.103428435554725,Inf,3.04790495882919,3.45333697615835
"W1411-017","1","8",3.64211802142286,0.109533062245122,Inf,3.43060069924239,3.85996241347604
"W1425-006","1","8",3.59008470007968,0.10874782247522,Inf,3.38010641956745,3.80639005046463
"2014001-005","2","8",4.07556427186203,0.115867622386865,Inf,3.85163143994585,4.30582417365093
"2014005-019","2","8",3.27903808814009,0.103930125751149,Inf,3.07850231969548,3.48590092645742
"2014005-024","2","8",4.04909528963955,0.115490755086549,Inf,3.82590110405893,4.27861654509287
"2014006-046","2","8",3.8033090450533,0.111930651147807,Inf,3.58709253497383,4.02585262500547
"2014007-001","2","8",3.42655171149276,0.106242154019525,Inf,3.22148445091089,3.63794604194734
"2014008-016","2","8",3.94365222139607,0.113977080007978,Inf,3.72342478445375,4.1702067282111
"2014009-010","2","8",3.68801873315301,0.110221110240889,Inf,3.47515286168121,3.90721167449753
"2014009-012","2","8",3.44832549512597,0.106579173650754,Inf,3.24259768820481,3.66038037191985
"2014009-034","2","8",3.58901206325086,0.108731575555807,Inf,3.37906562611554,3.80528557025889
"2014009-041","2","8",3.46709457655187,0.106868832872529,Inf,3.26079904798824,3.67971717498822
"2014009-046","2","8",3.64481661289955,0.109573633453143,Inf,3.43321977261255,3.86274052305926
"2014010-010","2","8",3.27979714709995,0.10394215435925,Inf,3.07923780301667,3.48668356105594
"W1406-001","2","8",3.31177290399364,0.104447607499738,Inf,3.11022288995913,3.51964998790086
"W1411-017","2","8",3.7102109550213,0.110552234190136,Inf,3.49669609253456,3.93005288738076
"W1425-006","2","8",3.65769173770619,0.109766994420233,Inf,3.44571591688768,3.87599462839741
"2014001-005","1","9",4.06315656308847,0.115691113382287,Inf,3.83956968246421,4.29307051358545
"2014005-019","1","9",3.19849149106229,0.101472085262758,Inf,3.00270146465394,3.40046472975631
"2014005-024","1","9",3.96678966024886,0.114310943245649,Inf,3.74590786338494,4.19399852698549
"2014006-046","1","9",3.74152878767497,0.111017838555072,Inf,3.5271013574019,3.96228328782075
"2014007-001","1","9",3.29851777846123,0.104238376028534,Inf,3.09737785057472,3.50598477622046
"2014008-016","1","9",4.0234895991079,0.113815625550547,Inf,3.80350705507715,4.24965610899109
"2014009-010","1","9",3.61013928081575,0.10905113771334,Inf,3.39956651336084,3.82703911814336
"2014009-012","1","9",3.31268936646998,0.103273951622667,Inf,3.11336812353148,3.5181945749746
"2014009-034","1","9",3.47900449156687,0.107052229590704,Inf,3.27234951204074,3.69198654096572
"2014009-041","1","9",3.64433827630144,0.109566443132699,Inf,3.43275552878355,3.86224809369204
"2014009-046","1","9",3.42650698328933,0.105033130041885,Inf,3.22373781484848,3.63546011897969
"2014010-010","1","9",3.21609213364621,0.102927746161132,Inf,3.01752099309687,3.42099034406826
"W1406-001","1","9",3.00374929813293,0.0994718198014636,Inf,2.81195164878175,3.20187401735681
"W1411-017","1","9",3.80996717513043,0.110747702884329,Inf,3.59599727402171,4.03012029206936
"W1425-006","1","9",3.6538929336817,0.109709978731937,Inf,3.44202886155881,3.87208407567731
"2014001-005","2","9",4.13506001718935,0.116710285327265,Inf,3.90947559625887,4.36697150799254
"2014005-019","2","9",3.26232262505174,0.102485906214244,Inf,3.06454592634111,3.46628329654685
"2014005-024","2","9",4.0378390833446,0.115330115190662,Inf,3.81495974617441,4.26704549038751
"2014006-046","2","9",3.8105404811935,0.112037010500086,Inf,3.59411551061415,4.03329252164556
"2014007-001","2","9",3.36333443033791,0.105257547973548,Inf,3.16019696214511,3.57279896840341
"2014008-016","2","9",4.09504275309069,0.11481624508301,Inf,3.87309865594116,4.32317006634681
"2014009-010","2","9",3.67793400589528,0.110070309658353,Inf,3.46536369813409,3.89683138352918
"2014009-012","2","9",3.37764442998878,0.104275213933798,Inf,3.17636037433053,3.58511170191144
"2014009-034","2","9",3.54556231876846,0.108071401535717,Inf,3.33690979893604,3.76054190847359
"2014009-041","2","9",3.7124518655511,0.110585615077713,Inf,3.49887157772693,3.93235922324799
"2014009-046","2","9",3.49256311737875,0.106034263520032,Inf,3.28783138742051,3.7034780626735
"2014010-010","2","9",3.28009778511551,0.103946918106145,Inf,3.07952910425989,3.48699353584384
"W1406-001","2","9",3.06561646813216,0.100490991746477,Inf,2.87182127847471,3.26573872766233
"W1411-017","2","9",3.8796043033389,0.111762004386365,Inf,3.66364678307854,4.1017457899531
"W1425-006","2","9",3.72209534085957,0.11072915067695,Inf,3.50823372843039,3.94228402316145
