"genotype","rep","image","length","SE","df","asymp.LCL","asymp.UCL"
"2014006-046","2","36",2.87221429268307,0.254519376330213,Inf,2.39502561138982,3.39272323333944
"2014007-001","2","36",3.11184202875869,0.264923937926147,Inf,2.61426078146248,3.65274353541802
"2014008-016","2","36",2.99230877523382,0.258161143395542,Inf,2.50771226899531,3.5196853555212
"2014009-010","2","36",2.92041233678375,0.256646010746761,Inf,2.43905552862578,3.44508940430484
"2014009-012","2","36",4.53865618058571,0.319945549322548,Inf,3.93323455658119,5.18739806395334
"2014009-034","2","36",3.89322034510261,0.298503348314868,Inf,3.3301444284954,4.50025605241891
"2014009-041","2","36",2.99395161277845,0.259857238831322,Inf,2.50630091322859,3.52492257169142
"2014009-046","2","36",3.78815951244469,0.290470350901982,Inf,3.24023812386789,4.37886097655708
"2014010-010","2","36",3.28863951524491,0.272345727340856,Inf,2.77651182799503,3.84408746185791
"W1406-001","2","36",2.60147318558055,0.242226753108001,Inf,2.14837760307835,3.09788902744587
"W1411-017","2","36",3.05450448010125,0.264402217955678,Inf,2.55826555040995,3.59470319966123
"W1425-006","2","36",4.75204562418782,0.325332889088895,Inf,4.13579491524747,5.41107640644866
"2014001-005","1","37",4.16863518976237,0.306626281324742,Inf,3.58931885133402,4.7912717875539
"2014005-019","1","37",3.52326878142786,0.281893666718322,Inf,2.99242747687157,4.09743034534727
"2014005-024","1","37",3.28398273444671,0.272152835472599,Inf,2.77223310831152,3.83905261994502
"2014006-046","1","37",2.7395050397627,0.248569868601365,Inf,2.27397717934373,3.24835315954479
"2014007-001","1","37",3.20566490533361,0.268888044191034,Inf,2.70031415252733,3.75433591750301
"2014008-016","1","37",3.50817080636676,0.279529751158084,Inf,2.98169259851391,4.07742908826848
"2014009-010","1","37",3.04789113983888,0.262187605099408,Inf,2.55567300633279,3.58342953270808
"2014009-012","1","37",4.22696849644245,0.308764197556253,Inf,3.64346191919835,4.85379533304968
"2014009-034","1","37",3.82956094427883,0.293891431020335,Inf,3.27520445379559,4.42723769412518
"2014009-041","1","37",3.08430961430354,0.263749360136488,Inf,2.5890304971721,3.6229089907981
"2014009-046","1","37",3.41771534220455,0.277638938227561,Inf,2.89521315225415,3.98353779151807
"2014010-010","1","37",2.80720092402569,0.251622330229348,Inf,2.33569034875168,3.32203175866282
"W1406-001","1","37",2.80380014557438,0.251469870333993,Inf,2.33258838620436,3.31833216430752
"W1411-017","1","37",3.12224177401907,0.265366255268569,Inf,2.62379360066198,3.66401020673929
"W1425-006","1","37",3.77613922761255,0.291834364430679,Inf,3.22581451355884,4.36978420102938
"2014001-005","2","37",4.24792773029179,0.309528747699261,Inf,3.66292266230303,4.87625305764371
"2014005-019","2","37",3.59619567774864,0.284796133092885,Inf,3.05966564363187,4.17604597122853
"2014005-024","2","37",3.35440254985454,0.275055301847162,Inf,2.83696419415887,3.91516116491333
"2014006-046","2","37",2.80385510561609,0.251472334975928,Inf,2.33263851563664,3.31839195495866
"2014007-001","2","37",3.27524443353183,0.271790510565596,Inf,2.76420495116506,3.82960417526171
"2014008-016","2","37",3.58094208226395,0.282404717143015,Inf,3.0488276287098,4.15583377803886
"2014009-010","2","37",3.11574611881421,0.265090071473971,Inf,2.61783925574764,3.65697324124391
"2014009-012","2","37",4.30681129072771,0.311666663930816,Inf,3.71761598392312,4.93932685689542
"2014009-034","2","37",3.90557580764481,0.296793897394898,Inf,3.34553058760109,4.50894128705164
"2014009-041","2","37",3.15256655550832,0.266651826511051,Inf,2.6515987088164,3.69685466156336
"2014009-046","2","37",3.48954716272329,0.280541404602124,Inf,2.96135624321241,4.06105834159729
"2014010-010","2","37",2.8723366279927,0.254524796603911,Inf,2.39513732315822,3.39285619219031
"W1406-001","2","37",2.8688966096363,0.254372336708556,Inf,2.39199612070579,3.38911735792992
"W1411-017","2","37",3.19091486933038,0.268268721643132,Inf,2.6867779664128,3.73837203161108
"W1425-006","2","37",3.85162464618542,0.294736830805242,Inf,3.29561120257123,4.45095834916273
"2014001-005","1","38",3.88996702801268,0.296200229697708,Inf,3.33108537527427,4.49216894011426
"2014005-019","1","38",2.56598745223839,0.242338233987805,Inf,2.1129931328174,3.06294155420368
"2014005-024","1","38",3.01729271169024,0.260868206718106,Inf,2.52766055149277,3.55024513125084
"2014006-046","1","38",2.96196371349368,0.260376100488637,Inf,2.47361750339176,3.49427306217719
"2014007-001","1","38",3.17184776021205,0.267466009354318,Inf,2.66928414447049,3.71773163531673
"2014008-016","1","38",2.9039337714985,0.255920917805778,Inf,2.4239981193903,3.42718968296982
"2014009-010","1","38",3.11505904198715,0.265060841350515,Inf,2.61720946890981,3.6562288744276
"2014009-012","1","38",4.30756183725864,0.309744376599839,Inf,3.72186405147542,4.93603969657442
"2014009-034","1","38",3.32728126704471,0.275955765605214,Inf,2.80839780048686,3.89012452431165
"2014009-041","1","38",3.35868245581115,0.275230718414455,Inf,2.84090028996129,3.91978488102413
"2014009-046","1","38",3.48250807111509,0.280258308626201,Inf,2.95487200952118,4.05346439207211
"2014010-010","1","38",3.63495786211295,0.286326880189173,Inf,3.09542761881802,4.21780836477101
"W1406-001","1","38",3.25134643256936,0.270797127983648,Inf,2.74225394428609,3.80375918021575
"W1411-017","1","38",2.71418046988643,0.247418284564125,Inf,2.25090967270562,3.22077152643035
"W1425-006","1","38",4.31502165869482,0.311963598185877,Inf,3.72524437144454,4.94811920530823
"2014001-005","2","38",3.96657612660863,0.299102696072229,Inf,3.40200574430982,4.57446676827061
"2014005-019","2","38",2.62827827080153,0.245271442003476,Inf,2.16953665345116,3.1309830389772
"2014005-024","2","38",3.08480810583808,0.263770673092669,Inf,2.58948721608012,3.62344925495916
"2014006-046","2","38",3.0288606590141,0.263290002850994,Inf,2.53480163201894,3.56687947817374
"2014007-001","2","38",3.24106128716184,0.270368475728881,Inf,2.7328089418598,3.79263389182699
"2014008-016","2","38",2.97017583965494,0.258823384180341,Inf,2.48455145798626,3.49912048068674
"2014009-010","2","38",3.18365353031049,0.267963307725078,Inf,2.68011522767267,3.73051209231143
"2014009-012","2","38",4.38815865342838,0.312618345947604,Inf,3.7968265757856,5.02226797371317
"2014009-034","2","38",3.39816134222759,0.278890202926999,Inf,2.87352815906654,3.9667576658225
"2014009-041","2","38",3.42989445223322,0.278133184789018,Inf,2.90642355682288,3.99668560700668
"2014009-046","2","38",3.55501406135966,0.283160775000764,Inf,3.02168927020527,4.13165911187717
"2014010-010","2","38",3.70902577243915,0.289229346563736,Inf,3.16380679958374,4.29756500465769
"W1406-001","2","38",3.32141731796461,0.273699594358211,Inf,2.80663610012086,3.87951879517149
"W1411-017","2","38",2.77823414272298,0.250320750938687,Inf,2.30927461598169,3.29051392882739
"W1425-006","2","38",4.39568791003924,0.31486606456044,Inf,3.80022189322848,5.03447418621313
"2014001-005","1","39",4.09064526661738,0.303744442690298,Inf,3.51697722812179,4.70763356447614
"2014005-019","1","39",3.12124289102093,0.265323803231881,Inf,2.62287792212681,3.66292811927817
"2014005-024","1","39",3.07825518074299,0.263490365808018,Inf,2.58348368316755,3.61634693768155
"2014006-046","1","39",2.91314782837933,0.254715027714616,Inf,2.43530416966113,3.43376873094467
"2014007-001","1","39",2.73709633504713,0.248460567272801,Inf,2.27178270129561,3.24573022816177
"2014008-016","1","39",3.19064789726927,0.268257498881856,Inf,2.6865329905596,3.73808306334206
"2014009-010","1","39",3.03598955212547,0.26167520146899,Inf,2.54477571128054,3.57052365233351
"2014009-012","1","39",4.58695342377394,0.321643364269896,Inf,3.9782041436202,5.23902296329079
"2014009-034","1","39",3.16616391745519,0.267226256926392,Inf,2.66407020783757,3.71157788643592
"2014009-041","1","39",3.11688990370559,0.265138724057582,Inf,2.61888768332739,3.65821238344692
"2014009-046","1","39",3.26032926641803,0.271170949695161,Inf,2.75050410104356,3.81347469115563
"2014010-010","1","39",3.14367837292303,0.26627566903157,Inf,2.6434477813434,3.68722922386577
"W1406-001","1","39",2.74204186557037,0.24868493182166,Inf,2.27628848538368,3.25111550512018
"W1411-017","1","39",3.29453355853156,0.2725896730374,Inf,2.78192774650227,3.85045962992398
"W1425-006","1","39",4.42054737911801,0.315755159478328,Inf,3.82333876828934,5.06107624930979
"2014001-005","2","39",4.16919608372994,0.306646909064817,Inf,3.58983931567395,4.79187311114909
"2014005-019","2","39",3.18990506008907,0.268226269606444,Inf,2.68585136163447,3.73727901790679
"2014005-024","2","39",3.14644546236595,0.266392832182581,Inf,2.64598523523003,3.69022594886499
"2014006-046","2","39",2.97949431281444,0.25760776106555,Inf,2.49598241501567,3.50578628266862
"2014007-001","2","39",2.80141826908429,0.251363033647364,Inf,2.33041590577228,3.31574089175941
"2014008-016","2","39",3.26006513663714,0.271159965256418,Inf,2.75026150036699,3.81318903227042
"2014009-010","2","39",3.10371264940312,0.264577667843553,Inf,2.60681007899772,3.64393547917164
"2014009-012","2","39",4.67011103916921,0.324545830644459,Inf,4.055673029455,5.32786930824655
"2014009-034","2","39",3.23531573727539,0.270128723300955,Inf,2.7275332980973,3.78641843581661
"2014009-041","2","39",3.18550443736628,0.268041190432145,Inf,2.6818134874276,3.73251564666809
"2014009-046","2","39",3.33049636549918,0.274073416069724,Inf,2.81498247056422,3.88933051979726
"2014010-010","2","39",3.21258553181984,0.269178135406133,Inf,2.70666621067974,3.76182511232307
"W1406-001","2","39",2.80642154622727,0.251587398196223,Inf,2.3349794364801,3.32118391533756
"W1411-017","2","39",3.36506580655352,0.275492139411963,Inf,2.84677126496375,3.92668060750642
"W1425-006","2","39",4.50218949696774,0.318657625852891,Inf,3.89929215657859,5.14840709672
"2014001-005","1","4",4.05490681621589,0.304650373584331,Inf,3.4797846278545,4.67399214805842
"2014005-019","1","4",2.63885294283053,0.243960786730184,Inf,2.18235871688087,3.13866742814331
"2014005-024","1","4",2.90725740035223,0.256067330047449,Inf,2.42703478552346,3.43080027454412
"2014006-046","1","4",2.83672883074671,0.252942229470951,Inf,2.36263130049594,3.3541466203606
"2014007-001","1","4",3.45335443941533,0.279082759406865,Inf,2.92802241195337,4.0220067262404
"2014008-016","1","4",3.19080507736503,0.268264106351787,Inf,2.68667722025226,3.73825319384092
"2014009-010","1","4",2.67251739174061,0.245511986856889,Inf,2.2129828694098,3.17537217343454
"2014009-012","1","4",3.34314329187169,0.274593293832782,Inf,2.82661045524477,3.90299638786172
"2014009-034","1","4",3.30400670656547,0.272981295805942,Inf,2.79063332801431,3.86070034447975
"2014009-041","1","4",3.2827744427334,0.272102763609264,Inf,2.77112295564699,3.83774618918294
"2014009-046","1","4",3.93974528435503,0.300281639215252,Inf,3.37318398071167,4.55026637687276
"2014010-010","1","4",3.06886128545105,0.263088012520568,Inf,2.57487838582807,3.60616444443714
"W1406-001","1","4",2.82632690766975,0.252478050099702,Inf,2.35313915226899,3.34283492243362
"W1411-017","1","4",3.03654552983651,0.260062404498154,Inf,2.54822262052916,3.5676485136277
"W1425-006","1","4",4.09791815054239,0.302102932638131,Inf,3.52719590435524,4.71141763954457
"2014001-005","2","4",4.13311538111587,0.307562560422036,Inf,3.55228373385317,4.7579068166934
"2014005-019","2","4",2.7020167299266,0.246863253104746,Inf,2.23983377441646,3.20751994479986
"2014005-024","2","4",2.97353715187749,0.258969796422011,Inf,2.48762580748824,3.50276875562987
"2014006-046","2","4",2.90220424845192,0.255844695845514,Inf,2.42241798864067,3.42531076762629
"2014007-001","2","4",3.52555786851952,0.281985225781428,Inf,2.99453711149708,4.09989888490507
"2014008-016","2","4",3.26022401735387,0.27116657272635,Inf,2.75040743068062,3.81336086339023
"2014009-010","2","4",2.73608042445871,0.248414453231452,Inf,2.27085717256742,3.24462393571313
"2014009-012","2","4",3.41419122888632,0.277495760207345,Inf,2.89196966269892,3.97973305443684
"2014009-034","2","4",3.37463974988336,0.275883762180505,Inf,2.85557764177172,3.93702211735813
"2014009-041","2","4",3.35318137071821,0.275005229983827,Inf,2.83584115407132,3.91384184672823
"2014009-046","2","4",4.01684060957509,0.303217017651196,Inf,3.44452774686356,4.63311661505554
"2014010-010","2","4",3.13694800997279,0.265990478895131,Inf,2.63727638078933,3.67993989851937
"W1406-001","2","4",2.89168285556664,0.255380516474265,Inf,2.4128063706054,3.41387959989099
"W1411-017","2","4",3.10427479366235,0.262938012401825,Inf,2.61031438012117,3.64101244906942
"W1425-006","2","4",4.17653843370497,0.304997240638074,Inf,3.6001448633305,4.79571207739994
"2014001-005","1","40",4.32804010635047,0.312433841846282,Inf,3.73734115846186,4.96205931360225
"2014005-019","1","40",2.69277765098768,0.244899535507185,Inf,2.23417342267873,3.19416196152807
"2014005-024","1","40",3.70262858973096,0.28897981318383,Inf,3.1578986933131,4.29067874551194
"2014006-046","1","40",2.55434903612073,0.240022829555794,Inf,2.10557306440554,3.04644526719904
"2014007-001","1","40",3.53390635722356,0.282318897579742,Inf,3.00223161549377,4.10890135831647
"2014008-016","1","40",3.3941173866276,0.276678785154319,Inf,2.8734970621204,3.95805797049793
"2014009-010","1","40",3.02554368694599,0.261224643407039,Inf,2.53521292367543,3.55919470957966
"2014009-012","1","40",4.04319185708997,0.301977514226322,Inf,3.47298693474701,4.65671703879605
"2014009-034","1","40",3.49142659305402,0.280616942634077,Inf,2.96308762172105,4.06308582375011
"2014009-041","1","40",2.82156827134711,0.252265414158987,Inf,2.34879727473198,3.33765952732537
"2014009-046","1","40",3.41516785617906,0.277535446114941,Inf,2.89286850704208,3.98078746467916
"2014010-010","1","40",3.10236976395085,0.264520424151675,Inf,2.60557938911987,3.64248039814495
"W1406-001","1","40",2.98311680457599,0.257764325492748,Inf,2.49929804800799,3.50971563693809
"W1411-017","1","40",2.735474262802,0.248386934366129,Inf,2.27030494689563,3.24396383807148
"W1425-006","1","40",3.84571495205421,0.294510631042595,Inf,3.29014485182812,4.44460531164342
"2014001-005","2","40",4.40882738832105,0.3153363082208,Inf,3.81243971087204,5.04853532513322
"2014005-019","2","40",2.75657975021037,0.247775604931077,Inf,2.29233710607035,3.26359962989542
"2014005-024","2","40",3.77737930807492,0.291882279558393,Inf,3.22696068209658,4.37111819341638
"2014006-046","2","40",2.6164992775533,0.242925295930357,Inf,2.16203457627763,3.11428423819209
"2014007-001","2","40",3.60694269884211,0.285221363954305,Inf,3.06957922755184,4.1876264294955
"2014008-016","2","40",3.4657020843513,0.279581251528882,Inf,2.93939303028362,4.03533139778211
"2014009-010","2","40",3.093150820248,0.264127109781602,Inf,2.59713132741696,3.63249057244216
"2014009-012","2","40",4.12128790473631,0.304879980600885,Inf,3.54539425283287,4.74050181600288
"2014009-034","2","40",3.56402488799552,0.28351940900864,Inf,3.02999718710206,4.14137284825209
"2014009-041","2","40",2.88686949131628,0.25516788053355,Inf,2.40840976514066,3.40864947685502
"2014009-046","2","40",3.48697304004907,0.280437912489504,Inf,2.95898496135161,4.05828137810965
"2014010-010","2","40",3.1708251604852,0.267422890526238,Inf,2.66834605609374,3.71662452423979
"W1406-001","2","40",3.05025086858618,0.260640002275706,Inf,2.56079447159382,3.58248450637546
"W1411-017","2","40",2.79977724530922,0.251289400740692,Inf,2.32891919984237,3.31395555013919
"W1425-006","2","40",3.92188918421716,0.297413097417158,Inf,3.36063035443058,4.52646827336685
"2014001-005","1","41",3.86545799651398,0.29526563928122,Inf,3.30840810733218,4.46582814505895
"2014005-019","1","41",2.92821017229993,0.258878388820689,Inf,2.44279774510777,3.45758238203639
"2014005-024","1","41",3.35755490003136,0.275184515172267,Inf,2.83986329087216,3.91856676855368
"2014006-046","1","41",2.5543731857522,0.241789198343673,Inf,2.10245496123003,3.05025120243885
"2014007-001","1","41",3.07085326807564,0.263173383230785,Inf,2.57670304493531,3.6083237505791
"2014008-016","1","41",3.12908652826441,0.265656971449121,Inf,2.6300685616637,3.67142475422823
"2014009-010","1","41",3.07910814445231,0.263526868979415,Inf,2.58426510197561,3.61727144629213
"2014009-012","1","41",4.45784538640831,0.317084440620951,Inf,3.85803143241478,5.10097959976496
"2014009-034","1","41",3.30644315906448,0.273081928681174,Inf,2.79287254370221,3.86333403378988
"2014009-041","1","41",3.14187011246083,0.264534172023327,Inf,2.64478269915186,3.68173759884355
"2014009-046","1","41",3.47103538055022,0.279796289691299,Inf,2.9443048594289,4.04108616103466
"2014010-010","1","41",2.92340271026903,0.256777374228091,Inf,2.44178843441876,3.44833724548241
"W1406-001","1","41",3.16957479304982,0.267370158220372,Inf,2.66719904207868,3.71527080338409
"W1411-017","1","41",3.2634327139313,0.271299980318833,Inf,2.75335465318153,3.8168310340442
"W1425-006","1","41",5.38533291953143,0.348512780586183,Inf,4.72392055111217,6.09006554731382
"2014001-005","2","41",3.94182655159414,0.298168105655741,Inf,3.37908793285194,4.54788542969951
"2014005-019","2","41",2.9947269924716,0.261812230493071,Inf,2.50356602540574,3.52985111036278
"2014005-024","2","41",3.42875500473047,0.27808698154683,Inf,2.90537466601079,3.99545560281327
"2014006-046","2","41",2.61652371921253,0.244722324790448,Inf,2.15885834570113,3.11815223130551
"2014007-001","2","41",3.13896196518604,0.266075849605348,Inf,2.63912301248522,3.68212117724998
"2014008-016","2","41",3.19783444768148,0.268559437823684,Inf,2.69312775152029,3.74586140320578
"2014009-010","2","41",3.14730782120819,0.266429335353978,Inf,2.64677604917101,3.69115985260849
"2014009-012","2","41",4.53982963269622,0.319986906995514,Inf,3.9343269491422,5.18865257561335
"2014009-034","2","41",3.37710210312477,0.275984395055737,Inf,2.85784275820201,3.93968170741064
"2014009-041","2","41",3.2107575580652,0.267409639834187,Inf,2.70803291637953,3.75625944276719
"2014009-046","2","41",3.54342245703643,0.282698756065862,Inf,3.01100320635462,4.11916196708135
"2014010-010","2","41",2.98986521192801,0.259679840602654,Inf,2.50256220651726,3.52048847670187
"W1406-001","2","41",3.23876364997481,0.270272624594935,Inf,2.73069916944318,3.79014838986956
"W1411-017","2","41",3.33363302272583,0.274202446693396,Inf,2.81786623241557,3.89272007239921
"W1425-006","2","41",5.47540614603724,0.351415246960746,Inf,4.80830504805748,6.18582750338011
"2014001-005","1","42",3.96709050807878,0.299122089106979,Inf,3.40248211613031,4.57501915939042
"2014005-019","1","42",3.03995825168164,0.261846178850496,Inf,2.54840930132679,3.5748274613996
"2014005-024","1","42",3.38811931976173,0.276434204384881,Inf,2.86797836475394,3.95158053413264
"2014006-046","1","42",3.08691675127477,0.265811465827651,Inf,2.58791742086557,3.62987922026556
"2014007-001","1","42",3.20277229420888,0.26876670211252,Inf,2.69765936750629,3.75120548027458
"2014008-016","1","42",3.30324921810811,0.272950001675487,Inf,2.78993717492557,3.85988152065377
"2014009-010","1","42",2.99468688239428,0.259889145392889,Inf,2.50697364713288,3.52572037701879
"2014009-012","1","42",3.88007066209533,0.295823212029106,Inf,3.32192795040888,4.48153363314489
"2014009-034","1","42",3.45856946713583,0.279293406083195,Inf,2.93282457977481,4.02763461385997
"2014009-041","1","42",3.04687642739151,0.26214395735068,Inf,2.55474384190094,3.58232927224521
"2014009-046","1","42",2.82685073989374,0.252501446192101,Inf,2.35361712899451,3.3434046101561
"2014010-010","1","42",2.68106830542903,0.245904439912476,Inf,2.22076458924364,3.18469228097753
"W1406-001","1","42",2.81420405396851,0.251935996098927,Inf,2.34207870488695,3.32964966241319
"W1411-017","1","42",2.98483364012422,0.259461244136792,Inf,2.49795907591371,3.51502846369784
"W1425-006","1","42",4.29499577734721,0.311238849644592,Inf,3.7066389711357,4.92667284292185
"2014001-005","2","42",4.04445163058014,0.302024555481499,Inf,3.47415450907126,4.65806901145218
"2014005-019","2","42",3.10772535486791,0.264748645225059,Inf,2.61048767495259,3.64828329414636
"2014005-024","2","42",3.45964106764437,0.279336670759444,Inf,2.9338113830761,4.02879101157576
"2014006-046","2","42",3.15520237701915,0.26872516131959,Inf,2.65049063517528,3.7038739110275
"2014007-001","2","42",3.27232059156023,0.271669168487083,Inf,2.76151893529716,3.82644250718641
"2014008-016","2","42",3.37387420698844,0.275852468050049,Inf,2.85487343424542,3.93619523909458
"2014009-010","2","42",3.06195028716881,0.262791611767452,Inf,2.56854832234693,3.5986725113538
"2014009-012","2","42",3.95658272443467,0.298725678403669,Inf,3.39275128318775,4.56373442504472
"2014009-034","2","42",3.53082711217378,0.282195872457758,Inf,2.99939349525228,4.1055809884584
"2014009-041","2","42",3.11472017237306,0.265046423725243,Inf,2.616898857322,3.65586174678724
"2014009-046","2","42",2.89221270944271,0.255403912566664,Inf,2.41329036898299,3.41445530926555
"2014010-010","2","42",2.74473234714113,0.248806906287038,Inf,2.27873990139526,3.25404505225012
"W1406-001","2","42",2.87942048879872,0.25483846247349,Inf,2.40160641015667,3.40055482680388
"W1411-017","2","42",3.05198691229869,0.262363710511355,Inf,2.5594236185277,3.5878704654328
"W1425-006","2","42",4.37547549397106,0.314141316019155,Inf,3.78142995819906,5.01284128910618
"2014001-005","1","43",3.86750179117313,0.295343687288808,Inf,3.3102989307074,4.46802491100204
"2014005-019","1","43",2.73413519129062,0.248326131640488,Inf,2.26908504653667,3.24250559540769
"2014005-024","1","43",2.87028306207525,0.254433794578174,Inf,2.39326211793373,3.3906242655799
"2014006-046","1","43",2.88879435957344,0.255252935072595,Inf,2.41016792956458,3.41074104894543
"2014007-001","1","43",3.02870639151649,0.261361141283826,Inf,2.53810809732346,3.56262494507263
"2014008-016","1","43",3.2011218295332,0.268697442254196,Inf,2.69614464965851,3.74941926877102
"2014009-010","1","43",2.87938401382972,0.254836848389251,Inf,2.40157309873466,3.40051518828791
"2014009-012","1","43",3.96978425273945,0.299223627223102,Inf,3.4049768497403,4.57791191510174
"2014009-034","1","43",4.0112132521674,0.300780936077664,Inf,3.44335357990049,4.62239318379742
"2014009-041","1","43",3.11212458080608,0.264935965063331,Inf,2.61451976075415,3.65304966022113
"2014009-046","1","43",3.53060386546745,0.282186950993618,Inf,2.99918773429435,4.10534025600367
"2014010-010","1","43",3.02639589457395,0.261261430507597,Inf,2.5359930299112,3.56011901859981
"W1406-001","1","43",2.78842101815061,0.250779253167113,Inf,2.31856284355478,3.30159945210957
"W1411-017","1","43",3.11457369616384,0.265040191471669,Inf,2.61676459610533,3.65570305558547
"W1425-006","1","43",4.50350507728974,0.318704179766474,Inf,3.90051649290663,5.14981392103596
"2014001-005","2","43",3.94389043413545,0.298246153663329,Inf,3.3809988441093,4.55010228352475
"2014005-019","2","43",2.79842252448116,0.251228598015051,Inf,2.32768365016673,3.31248165815871
"2014005-024","2","43",2.93614237662832,0.257336260952737,Inf,2.45343270292632,3.46217230969345
"2014006-046","2","43",2.95486450331006,0.258155401447158,Inf,2.47054934374071,3.48249992224252
"2014007-001","2","43",3.09634865644258,0.264263607658389,Inf,2.60006163268908,3.63595593955921
"2014008-016","2","43",3.27065230088342,0.271599908628759,Inf,2.75998639144824,3.82463846968172
"2014009-010","2","43",2.94534706578375,0.257739314763814,Inf,2.46184742112821,3.47216696980242
"2014009-012","2","43",4.04717150897282,0.302126093597665,Inf,3.47667537641318,4.66098790089559
"2014009-034","2","43",4.08900132627825,0.303683402452227,Inf,3.51545292445086,4.70586998746876
"2014009-041","2","43",3.18068692865309,0.267838431437894,Inf,2.67739337904068,3.72730073762863
"2014009-046","2","43",3.60360624686647,0.285089417368181,Inf,3.06650138613289,4.18403136696317
"2014010-010","2","43",3.09401249608615,0.26416389688216,Inf,2.59792090186292,3.6334243496725
"W1406-001","2","43",2.85333973217523,0.253681719541675,Inf,2.37779282801892,3.37220689569467
"W1411-017","2","43",3.18316286965154,0.267942657846232,Inf,2.67966504003255,3.72998095863366
"W1425-006","2","43",4.58590620967219,0.321606646141037,Inf,3.9772288957286,5.2379037829789
"2014001-005","1","44",3.91106239519876,0.297002293582009,Inf,3.35060872613382,4.51483632362687
"2014005-019","1","44",3.15604342620036,0.26679882712525,Inf,2.65478746359891,3.70061964816494
"2014005-024","1","44",3.46452772673373,0.277776378653981,Inf,2.94148464921943,4.03034804505496
"2014006-046","1","44",2.42744236174209,0.2339843949942,Inf,1.99050150429062,2.90770347855668
"2014007-001","1","44",2.97909548974004,0.259211725394755,Inf,2.4927099732774,3.50880126556581
"2014008-016","1","44",3.26428498409889,0.269629453756391,Inf,2.75720958667554,3.81413762374301
"2014009-010","1","44",2.56915390477272,0.240717404239971,Inf,2.11901659169196,3.06261147721659
"2014009-012","1","44",4.50085090759523,0.318610250745514,Inf,3.89804642071031,5.14697565384327
"2014009-034","1","44",3.81956752447069,0.295677554012406,Inf,3.2620317377864,4.42106645158883
"2014009-041","1","44",3.24364798775222,0.270719176573572,Inf,2.73474719145417,3.79594686347125
"2014009-046","1","44",3.56686223259701,0.283632242427042,Inf,3.03261338226724,4.14443134228991
"2014010-010","1","44",2.61783340375752,0.242987220598816,Inf,2.16324733236191,3.11573973451625
"W1406-001","1","44",2.82246212651914,0.254170612429663,Inf,2.34627845176849,3.34260894434974
"W1411-017","1","44",3.52574232896126,0.281992602548581,Inf,2.99470711374089,4.10009780354476
"W1425-006","1","44",4.19557766780636,0.307615569904407,Inf,3.61432235939152,4.82015323558432
"2014001-005","2","44",3.9878779278253,0.299904759956529,Inf,3.42173552919995,4.5973405858138
"2014005-019","2","44",3.2250852347629,0.269701293499813,Inf,2.71814054260096,3.77535018628796
"2014005-024","2","44",3.53684726441216,0.280669896435715,Inf,3.00813441374448,4.10834019086166
"2014006-046","2","44",2.48803843971042,0.236886861368763,Inf,2.04540885269847,2.97398828608549
"2014007-001","2","44",3.04618454114528,0.262114191769318,Inf,2.55411029512216,3.58157904653153
"2014008-016","2","44",3.33449441019603,0.272522691606542,Inf,2.82174978670172,3.8900191077392
"2014009-010","2","44",2.63148291482261,0.243619870614534,Inf,2.17565687218137,3.13062921682696
"2014009-012","2","44",4.58322786466351,0.321512717120077,Inf,3.97473464821811,5.23504134047204
"2014009-034","2","44",3.89548362853485,0.298590101627477,Inf,3.3322376785594,4.50268936921941
"2014009-041","2","44",3.31363631053051,0.273643721186221,Inf,2.79900660064805,3.87167027688908
"2014009-046","2","44",3.64023660099334,0.286534708801605,Inf,3.10029902110308,4.22349444024672
"2014010-010","2","44",2.68074661582525,0.245889686973379,Inf,2.22047181486916,3.18434167614446
"W1406-001","2","44",2.88777363001905,0.257084727635135,Inf,2.40587671719389,3.4136303314742
"W1411-017","2","44",3.59869468924147,0.284895068923144,Inf,3.06197074446061,4.17873889338545
"W1425-006","2","44",4.27512482998493,0.310518036278971,Inf,3.68818079200961,4.90538912732337
"2014001-005","1","45",3.86143437874331,0.293266200621932,Inf,3.3080332257052,4.45761560790897
"2014005-019","1","45",2.56145388311225,0.243949605598054,Inf,2.10563402721334,3.06189890924321
"2014005-024","1","45",3.06833217900043,0.265010121467796,Inf,2.57090345691755,3.60972404414848
"2014006-046","1","45",2.76921827522604,0.24991425304095,Inf,2.30105546972411,3.28070134009109
"2014007-001","1","45",3.47636169812689,0.280010881658671,Inf,2.94921058447814,4.04683307113875
"2014008-016","1","45",3.24837865037717,0.270673509909038,Inf,2.73952844906797,3.80054911104949
"2014009-010","1","45",2.82339228126346,0.252346939791714,Inf,2.35046149734436,3.33964332454568
"2014009-012","1","45",4.48909573286985,0.316203813789255,Inf,3.89073768283497,5.13023385643728
"2014009-034","1","45",3.41772979694827,0.277639525344254,Inf,2.8952264562703,3.98355339698936
"2014009-041","1","45",2.97028485799262,0.258828134107231,Inf,2.4846511666383,3.49923880871006
"2014009-046","1","45",3.30957760221674,0.273211336171038,Inf,2.795753352835,3.86672211096161
"2014010-010","1","45",3.53107951051275,0.282205958550106,Inf,2.99962612521349,4.10585315517512
"W1406-001","1","45",3.2180509880051,0.26940700964236,Inf,2.711683081605,3.76773915376832
"W1411-017","1","45",2.72219332013417,0.247783231668608,Inf,2.25820723977232,3.22949965985915
"W1425-006","1","45",4.07448516932996,0.30314387764219,Inf,3.50199421669902,4.69029638132403
