"genotype","rep","image","perimeter","SE","df","asymp.LCL","asymp.UCL"
"2014008-016","2","36",12.6674764081832,0.986452252561752,Inf,10.8078386531515,14.6746604281303
"2014009-010","2","36",10.9398054779509,0.922751427019291,Inf,9.2059933058846,12.8231124331661
"2014009-012","2","36",15.4521479684957,1.09666593812184,Inf,13.3774696182795,17.6763211018608
"2014009-034","2","36",14.5979514257863,1.07410710343284,Inf,12.5686397817236,16.7790622582576
"2014009-041","2","36",10.930065607189,0.922340565922398,Inf,9.19705870807534,12.8125672894517
"2014009-046","2","36",12.9508873764935,0.997426237549441,Inf,11.0697410088808,14.9795800145451
"2014010-010","2","36",10.7835518964568,0.9161378830745,Inf,9.06270203233245,12.65389654373
"W1406-001","2","36",8.47669554284799,0.812256542282731,Inf,6.95944936534129,10.1434365035037
"W1411-017","2","36",11.5781734652357,0.956580785609183,Inf,9.77920916979561,13.5289369459897
"W1425-006","2","36",17.2696276104162,1.15178786677683,Inf,15.0859380048127,19.6008634782383
"2014001-005","1","37",16.04238040272,1.11741457227499,Inf,13.9270354768352,18.3072201117536
"2014005-019","1","37",11.0974970785109,0.929378123078013,Inf,9.3506968208331,12.9937921193378
"2014005-024","1","37",12.7815804042159,0.997406522091245,Inf,10.9014469345462,14.8112086570346
"2014006-046","1","37",9.99782575259508,0.882130233986403,Inf,8.34362965588233,11.8015166324568
"2014007-001","1","37",10.5580716945883,0.906509226991558,Inf,8.85609364960611,12.4095445227195
"2014008-016","1","37",13.6256902558128,1.02308159734849,Inf,11.6942603042217,15.7046664723192
"2014009-010","1","37",11.1048740458841,0.929686969886243,Inf,9.35746845958539,13.0017744153318
"2014009-012","1","37",14.5060475293923,1.06256247292314,Inf,12.4982107427136,16.6633790992199
"2014009-034","1","37",13.6695900913779,1.03147254184837,Inf,11.7226884498876,15.7659865160171
"2014009-041","1","37",11.0302375342317,0.926557462215185,Inf,9.28896567025759,12.9210041813548
"2014009-046","1","37",11.6627802216712,0.952754418255003,Inf,9.87016326735446,13.6048919591369
"2014010-010","1","37",9.07981111700132,0.840656030347108,Inf,7.50690296570906,10.8022140514425
"W1406-001","1","37",8.92415243326665,0.833419035273683,Inf,7.3654285316746,10.6323711180077
"W1411-017","1","37",11.3954558966918,0.9417720080129,Inf,9.62436407091302,13.3160425056195
"W1425-006","1","37",14.0083221786732,1.04417426765133,Inf,12.0365256120676,16.1296135284278
"2014001-005","2","37",16.5848829437466,1.13615119837781,Inf,14.4328149055085,18.8864457651335
"2014005-019","2","37",11.5494673148464,0.948114749180802,Inf,9.76594394481533,13.4824854680265
"2014005-024","2","37",13.266303693342,1.01614314819404,Inf,11.349447111319,15.3326550585139
"2014006-046","2","37",10.4270479509331,0.900866860089193,Inf,8.73612874186706,12.2674619431481
"2014007-001","2","37",10.999031438664,0.925245853094349,Inf,9.26033028132854,12.8872273791485
"2014008-016","2","37",14.1260169420938,1.04165965684787,Inf,12.1581695556125,16.2414003787528
"2014009-010","2","37",11.556992980057,0.948423595989033,Inf,9.772864281405,13.4906164618579
"2014009-012","2","37",15.0221408981935,1.08129909902593,Inf,12.9775809991616,17.2161955803744
"2014009-034","2","37",14.1707148563531,1.05020916795116,Inf,12.1870901025096,16.3038343933456
"2014009-041","2","37",11.4808497310501,0.945294088317976,Inf,9.70285475472274,13.4083394905264
"2014009-046","2","37",12.126005243377,0.971491044357793,Inf,10.296665176707,14.104840093196
"2014010-010","2","37",9.48906508441003,0.859392656449898,Inf,7.87943382076451,11.2481911312045
"W1406-001","2","37",9.32992206641021,0.852155661376473,Inf,7.73447505246489,11.0748638635045
"W1411-017","2","37",11.8533933110506,0.960508634115691,Inf,10.0455783729186,13.8107030323316
"W1425-006","2","37",14.5155623351877,1.06291089375412,Inf,12.5070426562289,16.6735767972956
"2014001-005","1","38",14.620421297146,1.06674316590165,Inf,12.604390502799,16.7859468746419
"2014005-019","1","38",8.62296657972881,0.825524449201554,Inf,7.0808679701222,10.3168643477068
"2014005-024","1","38",11.3427053862956,0.939589709208714,Inf,9.57589078757656,13.2590147681636
"2014006-046","1","38",10.9162737039528,0.928872477190128,Inf,9.17162272804048,12.8127359310868
"2014007-001","1","38",10.7669814013337,0.915433722940003,Inf,9.04751166571241,12.6359459201041
"2014008-016","1","38",11.4457145570212,0.943846524645988,Inf,9.67055675335621,13.3703671438351
"2014009-010","1","38",11.254816040113,0.935942408430979,Inf,9.49515001955908,13.1639768438159
"2014009-012","1","38",13.6056158138169,1.02232767071148,Inf,11.6756635303311,15.6831143603175
"2014009-034","1","38",11.9123458141402,0.970287145548122,Inf,10.086517548408,13.889973268281
"2014009-041","1","38",12.2784242839752,0.977577604797184,Inf,10.4371547780543,14.2691885730451
"2014009-046","1","38",12.2150444957652,0.975051269862655,Inf,10.3787265153289,14.2008572593506
"2014010-010","1","38",11.1811378481283,0.932873865499284,Inf,9.42748606120558,13.0842844182001
"W1406-001","1","38",10.3582591849506,0.897890367416219,Inf,8.67317379432388,12.1928393587263
"W1411-017","1","38",10.3454047224712,0.897333059431757,Inf,8.66141163542235,12.1788925926691
"W1425-006","1","38",15.9968216736789,1.1158267722968,Inf,13.8845887785661,18.2585493519407
"2014001-005","2","38",15.1385275085221,1.08547979200446,Inf,13.0857736018218,17.3407761983713
"2014005-019","2","38",9.02190694548797,0.844438689726822,Inf,7.44274317475365,10.7528820127872
"2014005-024","2","38",11.7995921078706,0.958326335311505,Inf,9.99605439679829,13.7526246020919
"2014006-046","2","38",11.3645753675468,0.947716072260487,Inf,9.58298559523209,13.2979643336327
"2014007-001","2","38",11.2122379463215,0.934170349042793,Inf,9.45604509834694,13.1179255774451
"2014008-016","2","38",11.9046507712016,0.962583150748778,Inf,10.0927698551834,13.8660264703687
"2014009-010","2","38",11.7099467269047,0.954679034533769,Inf,9.91355759399754,13.6558306429609
"2014009-012","2","38",14.1055771276974,1.04090576833186,Inf,12.1392073363267,16.2194829707876
"2014009-034","2","38",12.3804527511867,0.989206952377239,Inf,10.5175483803159,14.3951683801479
"2014009-041","2","38",12.7536007134907,0.996314230899974,Inf,10.8756080952166,14.7810881149139
"2014009-046","2","38",12.6890045923569,0.993787895965445,Inf,10.8159634995672,14.7115404682955
"2014010-010","2","38",11.6347911497384,0.951610491602074,Inf,9.84441625046241,13.5746608321635
"W1406-001","2","38",10.7950692802508,0.916626993519009,Inf,9.07326077727078,12.6663725663798
"W1411-017","2","38",10.7819464954516,0.916069685534547,Inf,9.06123029604945,12.6521574780027
"W1425-006","2","38",16.5385597501985,1.13456339839959,Inf,14.3896037427324,18.8370105408135
"2014001-005","1","39",15.9029575136784,1.11254830121438,Inf,13.7971503038115,18.1582595066943
"2014005-019","1","39",10.503731389232,0.904173405824667,Inf,8.80633146961123,12.3506260920018
"2014005-024","1","39",12.3534999431072,0.980561718836687,Inf,10.5063816811431,14.3501129882203
"2014006-046","1","39",10.6606802408819,0.904916381930748,Inf,8.96084475136236,12.5080517865715
"2014007-001","1","39",9.29693523224294,0.850647888447929,Inf,7.70444339893444,11.0389218487004
"2014008-016","1","39",12.6287234558023,0.991424511904527,Inf,10.7603145106537,14.6466271840999
"2014009-010","1","39",11.1807529262784,0.932857807803301,Inf,9.42713261186139,13.0838680238443
"2014009-012","1","39",15.4865500953859,1.09788604892137,Inf,13.4094803719455,17.7131146019752
"2014009-034","1","39",11.6286245361828,0.95135827427182,Inf,9.83874397379033,13.5679998817242
"2014009-041","1","39",11.806479759206,0.958605991364724,Inf,10.0023939323414,13.7600603692197
"2014009-046","1","39",11.2259329774732,0.934740689588022,Inf,9.46862228257101,13.1327384555243
"2014010-010","1","39",10.1713040157893,0.889750505213475,Inf,8.50217246191909,11.9899303528085
"W1406-001","1","39",8.38605841488776,0.807902342217553,Inf,6.87734631269029,10.0442653002342
"W1411-017","1","39",12.2666707927605,0.977109600901804,Inf,10.4263185576192,14.2565178110509
"W1425-006","1","39",15.5804863687776,1.10121072116368,Inf,13.4969004074819,17.8135671132223
"2014001-005","2","39",16.4431171327011,1.1312849273172,Inf,14.3005868104808,18.7351422380703
"2014005-019","2","39",10.9435665254219,0.922910031927457,Inf,9.20944349344786,12.8271843405449
"2014005-024","2","39",12.8301131085461,0.999298344939477,Inf,10.9462717342287,14.8634492660124
"2014006-046","2","39",11.1037556716242,0.923561784888062,Inf,9.36738096451068,12.9876766362669
"2014007-001","2","39",9.71099989431152,0.86938451455072,Inf,8.08178494864975,11.4897096231223
"2014008-016","2","39",13.1105666375279,1.01016113800732,Inf,11.2054345800261,15.1651934781788
"2014009-010","2","39",11.6343984967266,0.951594433906092,Inf,9.84405506995636,13.5742367066458
"2014009-012","2","39",16.019650404909,1.11662267502416,Inf,13.9058575691154,18.2829380238516
"2014009-034","2","39",12.0911773683582,0.97009490037461,Inf,10.2645736936125,14.0672758262529
"2014009-041","2","39",12.2725220878859,0.977342617467515,Inf,10.4317131486679,14.2628258102528
"2014009-046","2","39",11.6804850829478,0.953477315690813,Inf,9.88645127569236,13.6240136733522
"2014010-010","2","39",10.6041950810917,0.908487131316265,Inf,8.8983404148682,12.4595445304642
"W1406-001","2","39",8.77954274355801,0.826638968320343,Inf,7.23410752900728,10.4744727412577
"W1411-017","2","39",12.741621896434,0.995846227004594,Inf,10.8645465489394,14.7681920270776
"W1425-006","2","39",16.115187379876,1.11994734726647,Inf,13.994878306227,18.384991236674
"2014001-005","1","4",16.3776559679278,1.13774460455623,Inf,14.2236231540879,18.6835000511578
"2014005-019","1","4",8.6823418926105,0.822050252955416,Inf,7.14590039491033,10.3682781734596
"2014005-024","1","4",11.2296127099686,0.934893875691946,Inf,9.47200177581978,13.1367184272663
"2014006-046","1","4",10.242472281545,0.892857856083674,Inf,8.56725043188181,12.0671889143571
"2014007-001","1","4",11.1471795776411,0.931456171119035,Inf,9.39630642064473,13.0475475177865
"2014008-016","1","4",13.5672219785872,1.02760306498362,Inf,11.6279043723908,15.6560343679326
"2014009-010","1","4",10.3821068299013,0.898923372094981,Inf,8.69499678730836,12.2187116556433
"2014009-012","1","4",11.3501556766634,0.939898236442821,Inf,9.58273637567729,13.2670697607986
"2014009-034","1","4",11.3899393220823,0.941544023081077,Inf,9.61929433855897,13.3100790887547
"2014009-041","1","4",11.8225226471309,0.959257057054206,Inf,10.0171607549633,13.7773793224475
"2014009-046","1","4",13.2214318830838,1.02221174802577,Inf,11.2938332632066,15.3008296846151
"2014010-010","1","4",10.048080687974,0.884344506853023,Inf,8.38954469619072,11.8561114629062
"W1406-001","1","4",8.93396251700627,0.833876987159377,Inf,7.37434104621161,10.6430787709499
"W1411-017","1","4",10.845319029672,0.912750721941434,Inf,9.13013362107374,12.70805070481
"W1425-006","1","4",15.273615149424,1.0831457698547,Inf,13.2244564766847,17.4703098745289
"2014001-005","2","4",16.9257512849253,1.15657978261997,Inf,14.7347961555363,19.2685055939009
"2014005-019","2","4",9.08263789514043,0.840786879058206,Inf,7.509473285087,10.8052972883428
"2014005-024","2","4",11.6842385686495,0.953630501794737,Inf,9.88990452214746,13.6280673983005
"2014006-046","2","4",10.676859416556,0.911594482186464,Inf,8.96491445453955,12.5382991617214
"2014007-001","2","4",11.6001503140351,0.950192797221825,Inf,9.81255404468541,13.5372413665337
"2014008-016","2","4",14.0664837395544,1.04633969108641,Inf,12.0904430210047,16.192019241253
"2014009-010","2","4",10.8194142771496,0.917659998197771,Inf,9.09558112220338,12.6927422152448
"2014009-012","2","4",11.8071909422132,0.95863486254561,Inf,10.0030485288738,13.7608281387016
"2014009-034","2","4",11.8477669704814,0.960280649183867,Inf,10.0403988746048,13.804629849507
"2014009-041","2","4",12.2888784388528,0.977993683156997,Inf,10.4467934343319,14.2804582265226
"2014009-046","2","4",13.7143480452192,1.0411336715088,Inf,11.7496691793411,15.8308381778395
"2014010-010","2","4",10.4783689733748,0.903081132955813,Inf,8.78310986923829,12.3231228606603
"W1406-001","2","4",9.33995263633656,0.852613613262167,Inf,7.74360805318864,11.0857920026335
"W1411-017","2","4",11.292176043035,0.931332591467226,Inf,9.54056573056077,13.191322404369
"W1425-006","2","4",15.8030689131371,1.1017973660024,Inf,13.7173588886206,18.0363251998722
"2014001-005","1","40",17.3436119530502,1.16184902963089,Inf,15.1411770910753,19.695541598174
"2014005-019","1","40",9.09828907070783,0.83600895023654,Inf,7.53351478511355,10.8106096515471
"2014005-024","1","40",13.8388231376684,1.03783784928874,Inf,11.8794457228444,15.9476953356413
"2014006-046","1","40",9.36430204851807,0.853724278802117,Inf,7.76578060091297,11.1123182792721
"2014007-001","1","40",11.427267423642,0.943085616108406,Inf,9.65360097330629,13.3504286571268
"2014008-016","1","40",13.2327456958838,1.0148571335786,Inf,11.3184096561907,15.2965765187259
"2014009-010","1","40",10.7988344316874,0.916786832167087,Inf,9.0767126507138,12.6704509958099
"2014009-012","1","40",13.4375426311841,1.02268021277382,Inf,11.5078736380201,15.516706407497
"2014009-034","1","40",12.3660836590624,0.981061009302468,Inf,10.5179868057675,14.3636752955062
"2014009-041","1","40",9.81425576845194,0.873994322675839,Inf,8.17600576488931,11.6020005551636
"2014009-046","1","40",12.4969052750766,0.986236711407931,Inf,10.6386642320603,14.5046411012418
"2014010-010","1","40",9.75021025136564,0.871137914638854,Inf,8.11755870468064,11.5323565811996
"W1406-001","1","40",9.0401360622699,0.833332864967593,Inf,7.48060679550098,10.7472116004411
"W1411-017","1","40",10.5434821511491,0.905882686076658,Inf,8.84273210379491,12.3937269816522
"W1425-006","1","40",14.3436292348378,1.05659718900858,Inf,12.3474841897892,16.4892690630353
"2014001-005","2","40",17.9075079731034,1.18058565573371,Inf,15.6683499987752,20.2961607305805
"2014005-019","2","40",9.50795466729005,0.854593328251891,Inf,7.90675053527415,11.256694824878
"2014005-024","2","40",14.3430125529021,1.05657447539153,Inf,12.3469120257249,16.4886078632283
"2014006-046","2","40",9.77984787399982,0.872460904904907,Inf,8.14460331404146,11.5645872171071
"2014007-001","2","40",11.8858372896817,0.961822242211197,Inf,10.0754477269926,13.8457216355197
"2014008-016","2","40",13.7258707820177,1.03359375968139,Inf,11.7748116299713,15.826424717213
"2014009-010","2","40",11.2447424466287,0.935523458269877,Inf,9.48589755330189,13.1530821231045
"2014009-012","2","40",13.9344342285042,1.04141683887661,Inf,11.968042122987,16.0503211171704
"2014009-034","2","40",12.8429372136214,0.999797635405258,Inf,10.9581172479732,14.8772519624185
"2014009-041","2","40",10.2395608389945,0.89273094877863,Inf,8.56458772307859,12.0640287380594
"2014009-046","2","40",12.9762507307643,1.00497333751072,Inf,11.0812865753948,15.0207096692828
"2014010-010","2","40",10.1741400715042,0.889874540741644,Inf,8.50476541246592,11.9930095136914
"W1406-001","2","40",9.44850477996747,0.851917459291229,Inf,7.85254526441331,11.1920003404367
"W1411-017","2","40",10.9841402399167,0.924619312179448,Inf,9.24666708020927,12.8711081827731
"W1425-006","2","40",14.8568505492941,1.07533381511137,Inf,12.8239823918922,17.0392134898449
"2014001-005","1","41",15.5979988482449,1.1018294282327,Inf,13.5132002433769,17.8322922362618
"2014005-019","1","41",9.63591381341189,0.87266597262005,Inf,8.00141951572868,11.4222072694665
"2014005-024","1","41",12.9471906423614,1.00384739659844,Inf,11.0544332906287,14.9894427772432
"2014006-046","1","41",9.43906807164494,0.863706520603057,Inf,7.82213399493616,11.2078013421249
"2014007-001","1","41",10.2869495796978,0.894794345913251,Inf,8.60793227971228,12.1154616628324
"2014008-016","1","41",12.067330639556,0.969137797239889,Inf,10.2426028524838,14.0415532097772
"2014009-010","1","41",11.5107586084201,0.94652458502376,Inf,9.73035190286628,13.4406600971229
"2014009-012","1","41",14.7824679978164,1.07263854538063,Inf,12.7548824720154,16.9595483067664
"2014009-034","1","41",12.2136273011965,0.974994705293978,Inf,10.3774201852775,14.1993292002644
"2014009-041","1","41",11.9127964113377,0.956616508666551,Inf,10.1116356379877,13.8615034459935
"2014009-046","1","41",11.5646592098201,0.948738108070635,Inf,9.77991407881543,13.4988991239737
"2014010-010","1","41",9.34568358946458,0.852875153096617,Inf,7.74882639766061,11.0920355644175
"W1406-001","1","41",9.73422367666713,0.870423456991583,Inf,8.10297244123927,11.514969695244
"W1411-017","1","41",11.9251320446604,0.963410829645019,Inf,10.1116289078148,13.8881299646549
"W1425-006","1","41",19.623010508116,1.23584141152061,Inf,17.275553242507,22.1199625568741
"2014001-005","2","41",16.1329977429566,1.12056605433551,Inf,14.0114760257353,18.4040142433268
"2014005-019","2","41",10.057378073687,0.891582097877419,Inf,8.38581492086906,11.8807525230699
"2014005-024","2","41",13.4350149643769,1.02258402270123,Inf,11.5055345002909,15.5139902116119
"2014006-046","2","41",9.85625151946696,0.882622055134353,Inf,8.20224970505371,11.6620645851018
"2014007-001","2","41",10.7222690599431,0.913530972016041,Inf,9.00652864760431,12.5875042554309
"2014008-016","2","41",12.5384436269433,0.987874423342679,Inf,10.6769927275178,14.5493893095177
"2014009-010","2","41",11.9709842054789,0.96526121112655,Inf,10.1538543875718,13.9376088065349
"2014009-012","2","41",15.3034126072452,1.09137517148342,Inf,13.239103969091,17.5172160285485
"2014009-034","2","41",12.6875601641279,0.993731331396768,Inf,10.8146299358557,14.7099851755491
"2014009-041","2","41",12.3809121163167,0.975196890298914,Inf,10.5433293600484,14.3660309256911
"2014009-046","2","41",12.0259505329323,0.967474734173425,Inf,10.2044822895745,13.9969135594392
"2014010-010","2","41",9.76082059363844,0.871611779199408,Inf,8.12724028948122,11.5438956809446
"W1406-001","2","41",10.1578095129787,0.889160083094373,Inf,8.48983516519754,11.9752786439088
"W1411-017","2","41",12.3934877178276,0.98214745574781,Inf,10.5432614686287,14.3932087501755
"W1425-006","2","41",20.2225310089049,1.2545780376234,Inf,17.8383506309426,22.7562061700162
"2014001-005","1","42",16.8468129988769,1.14508784099151,Inf,14.6772294629733,19.1658913179295
"2014005-019","1","42",9.89751670843565,0.877693834051524,Inf,8.25201579581628,11.692512404204
"2014005-024","1","42",13.2917630212651,1.01711771964226,Inf,11.3729963143032,15.3600245113759
"2014006-046","1","42",11.3910224280363,0.948855851405427,Inf,9.60720475837238,13.3266513489218
"2014007-001","1","42",10.4607090997913,0.902319801491546,Inf,8.766942177905,12.3039708048265
"2014008-016","1","42",12.5710267302971,0.989157163494684,Inf,10.7070617063722,14.584486537371
"2014009-010","1","42",11.3337458598862,0.939218548115783,Inf,9.56765872354178,13.2493277793796
"2014009-012","1","42",12.9782262023214,1.00504983189773,Inf,11.0831121207083,15.0228350670835
"2014009-034","1","42",12.3398832022297,0.980021153965113,Inf,10.4938244279452,14.3354367596632
"2014009-041","1","42",10.719283661094,0.913403786055639,Inf,9.00379252865692,12.5842695766801
"2014009-046","1","42",9.69772736924026,0.868790195052192,Inf,8.06967726839092,11.4752722532386
"2014010-010","1","42",8.75804851661757,0.82562645238448,Inf,7.2145977968349,10.4509940195492
"W1406-001","1","42",8.97162766882758,0.835632930790278,Inf,7.40856461175747,10.6841855090467
"W1411-017","1","42",11.1675255867467,0.932305837883787,Inf,9.41498711349257,13.0695588431499
"W1425-006","1","42",15.5104332430042,1.09873229527039,Inf,13.4317049071977,17.7386563619597
"2014001-005","2","42",17.4026391524581,1.16382446709432,Inf,15.1963325042012,19.758440583864
"2014005-019","2","42",10.3246029511525,0.896430460154313,Inf,8.6423789261799,12.1563217592741
"2014005-024","2","42",13.7859764924816,1.03585434574505,Inf,11.8304866731665,15.8909610949456
"2014006-046","2","42",11.8488716296165,0.967698652880695,Inf,10.028116718968,13.8214257340362
"2014007-001","2","42",10.8996517969196,0.921056427594336,Inf,9.16916176268005,12.7796366143081
"2014008-016","2","42",13.051778271131,1.00789378959747,Inf,11.1510901348529,15.1019611905581
"2014009-010","2","42",11.7904538816969,0.957955174218573,Inf,9.98764363299919,13.7427589135436
"2014009-012","2","42",13.4666294506001,1.02378645800052,Inf,11.5347922566338,15.5479614277155
"2014009-034","2","42",12.8162361065124,0.998757780067903,Inf,10.9334542198746,14.8485127762992
"2014009-041","2","42",11.1635628696914,0.932140412158429,Inf,9.41134862490106,13.0652718976307
"2014009-046","2","42",10.1205268528624,0.887526821154982,Inf,8.45575363965976,11.9347948492139
"2014010-010","2","42",9.16006632137111,0.84436307848727,Inf,7.57989248923518,10.889734936656
"W1406-001","2","42",9.37846320735447,0.854369556893068,Inf,7.7786770379311,11.1277441599268
"W1411-017","2","42",11.6209054049478,0.951042463986578,Inf,9.83164381934032,13.5596617737042
"W1425-006","2","42",16.0439409875361,1.11746892137318,Inf,13.9284895393763,18.3088872188448
"2014001-005","1","43",15.4992135407707,1.09833483121768,Inf,13.4212642201927,17.7266576444977
"2014005-019","1","43",9.30831253840422,0.851168227790715,Inf,7.71480085872412,11.0513190012333
"2014005-024","1","43",10.8847155340231,0.920425129575172,Inf,9.15546282116469,12.7634630300306
"2014006-046","1","43",10.4216352627578,0.900633009416088,Inf,8.73117439258887,12.2615909160758
"2014007-001","1","43",10.1785280213454,0.890066414644558,Inf,8.50877729636789,11.9977735294719
"2014008-016","1","43",12.5161494548205,0.986995779957729,Inf,10.6564206647848,14.5253730280052
"2014009-010","1","43",10.6669356401311,0.911170735719936,Inf,8.95582120592769,12.5275448574836
"2014009-012","1","43",13.7594770362669,1.0348583052938,Inf,11.8059394203634,15.8625094353194
"2014009-034","1","43",14.9570905640722,1.07895538581883,Inf,12.9171242585163,17.1465516527771
"2014009-041","1","43",10.9984920998734,0.925223168047043,Inf,9.25983540441363,12.8866435784821
"2014009-046","1","43",11.9178846968032,0.963118034792098,Inf,10.1049554273242,13.8803087494312
"2014010-010","1","43",9.88909825700711,0.87732048814263,Inf,8.24432908892294,11.6833622082402
"W1406-001","1","43",8.57227242074242,0.816822905217971,Inf,7.04607633634231,10.2479632882915
"W1411-017","1","43",11.904657696731,0.962583430740066,Inf,10.09277623194,13.8660339446711
"W1425-006","1","43",16.8720133408834,1.14594396202729,Inf,14.7007518385832,19.1927696263325
"2014001-005","2","43",16.0325299216768,1.11707145732049,Inf,13.9178574887454,18.2966971377571
"2014005-019","2","43",9.72262772381614,0.869904853893505,Inf,8.09239293178278,11.5023572989985
"2014005-024","2","43",11.3323752489722,0.939161755677962,Inf,9.56639942376047,13.2478458573329
"2014006-046","2","43",10.8597658344989,0.919369635518878,Inf,9.13258185197665,12.7364446001701
"2014007-001","2","43",10.611571184866,0.908803040747348,Inf,8.90509734753515,12.4675398053457
"2014008-016","2","43",12.9958603727658,1.00573240606052,Inf,11.0994084703769,15.0418070583037
"2014009-010","2","43",11.1101397210379,0.929907361822727,Inf,9.3623021744812,13.0074720507436
"2014009-012","2","43",14.2622319158777,1.05359493139659,Inf,12.2719711876209,16.4019874272834
"2014009-034","2","43",15.4810764887656,1.09769201192162,Inf,13.4043870708564,17.7072606898238
"2014009-041","2","43",11.4484618854641,0.943959794149833,Inf,9.67308207765109,13.3733364764261
"2014009-046","2","43",12.386099400531,0.981854660894888,Inf,10.5364470186987,14.3852465655123
"2014010-010","2","43",10.316004748055,0.89605711424542,Inf,8.63451246761755,12.1469918116414
"W1406-001","2","43",8.97005165676185,0.835559531320761,Inf,7.40713246000848,10.6824656366642
"W1411-017","2","43",12.3726150092077,0.981320056842856,Inf,10.5240104320633,14.3707143695009
"W1425-006","2","43",17.4282516837543,1.16468058813008,Inf,15.2202670691009,19.7857310815567
"2014001-005","1","44",15.5686001594126,1.10079058926765,Inf,13.4858376415018,17.8008574604722
"2014005-019","1","44",10.2278696657908,0.892221158701507,Inf,8.55389572006578,12.0513383946649
"2014005-024","1","44",13.6944449811446,1.02562404280708,Inf,11.758026818041,15.7783991892016
"2014006-046","1","44",8.96472082601235,0.835311211211375,Inf,7.40228832773001,10.6766481074437
"2014007-001","1","44",9.98349588967275,0.881497829581455,Inf,8.33053928281736,11.7859472796771
"2014008-016","1","44",12.7377359053045,0.989149881168167,Inf,10.8728057879917,14.750202072795
"2014009-010","1","44",9.61955648331942,0.865281563052848,Inf,7.99838317482381,11.390224574964
"2014009-012","1","44",15.1838819172019,1.08710460245833,Inf,13.1279434405303,17.3893151770224
"2014009-034","1","44",13.8704984008348,1.04704399362083,Inf,11.8942355121542,15.9985725476059
"2014009-041","1","44",11.9522757564511,0.965396621181081,Inf,10.135018544928,13.9193037615511
"2014009-046","1","44",12.2180544974868,0.975171397350568,Inf,10.3815010715006,14.204102706622
"2014010-010","1","44",8.47162428062178,0.812013535903254,Inf,6.95485438686687,10.1378889575257
"W1406-001","1","44",8.89881364411022,0.838658139901021,Inf,7.33097952851302,10.6184590276077
"W1411-017","1","44",13.0944271186935,1.00953917650905,Inf,11.190514083328,15.1478349372079
"W1425-006","1","44",15.2840449508001,1.09068434284602,Inf,13.2210903118947,17.4964943728546
"2014001-005","2","44",16.1030988931921,1.11952721537046,Inf,13.983613262928,18.3720793066051
"2014005-019","2","44",10.6619502555462,0.910957784804297,Inf,8.95125319746783,12.5221420967735
"2014005-024","2","44",14.1960210283985,1.04427370676506,Inf,12.2230553088144,16.3165330193377
"2014006-046","2","44",9.3714014689588,0.854047837314164,Inf,7.7722458583232,11.1200518627434
"2014007-001","2","44",10.4124136096582,0.900234455684246,Inf,8.72273389044951,12.2515881120158
"2014008-016","2","44",13.2216348528316,1.00779824154514,Inf,11.320159728178,15.2706562424005
"2014009-010","2","44",10.0406666958318,0.884018189155638,Inf,8.38277027498287,11.8480578998296
"2014009-012","2","44",15.7117913756939,1.10584122856112,Inf,13.6191297866691,17.9539477478677
"2014009-034","2","44",14.3752593392089,1.06588285325971,Inf,12.3620669292854,16.5402509375411
"2014009-041","2","44",12.4211590264511,0.984223693709971,Inf,10.5670125646101,14.4250985494151
"2014009-046","2","44",12.692072430835,0.993908023453358,Inf,10.8187958924955,14.7148437523235
"2014010-010","2","44",8.86708799063532,0.830750162006044,Inf,7.31359498452714,10.5700757798925
"W1406-001","2","44",9.30401321479739,0.857505234786461,Inf,7.69923342843633,11.0605921819084
"W1411-017","2","44",13.5849918134149,1.02827580261184,Inf,11.6443556656962,15.6751227442826
"W1425-006","2","44",15.8136779163509,1.10942096894881,Inf,13.7140001650922,18.0628504507586
"2014001-005","1","45",14.8249079132667,1.06715383724983,Inf,12.8070979626141,16.9902641365609
"2014005-019","1","45",8.0857212474715,0.805689519465217,Inf,6.58369853607663,9.74194341782305
"2014005-024","1","45",11.3444210049478,0.946912998175005,Inf,9.56441126595372,13.2762420117854
"2014006-046","1","45",10.2292916969432,0.892283181499329,Inf,8.55519618876824,12.0528819882672
"2014007-001","1","45",11.5353760680903,0.9475361858539,Inf,9.75298666134273,13.4672602579869
"2014008-016","1","45",12.4585991256562,0.984724019868341,Inf,10.6033229035773,14.4633701308842
"2014009-010","1","45",10.761245907944,0.915189867987609,Inf,9.04225411924681,12.6297324797902
"2014009-012","1","45",14.7130961055236,1.06312186401649,Inf,12.7031886723816,16.8705498016804
"2014009-034","1","45",11.8812533897224,0.961636755821134,Inf,10.0712273736775,13.8407741889162
"2014009-041","1","45",10.945385590659,0.922986732872847,Inf,9.21111222759437,12.8291537368725
"2014009-046","1","45",10.9278298142768,0.922246226691463,Inf,9.19500781665807,12.8101465950445
"2014010-010","1","45",11.3576206430617,0.940207269890466,Inf,9.58959564764811,13.2751404216242
"W1406-001","1","45",10.0197845468939,0.883098439091901,Inf,8.36369080304473,11.8253730738921
"W1411-017","1","45",10.3007747067725,0.895395422639453,Inf,8.62057931805164,12.1304648786423
"W1425-006","1","45",15.0115140809575,1.08091657030143,Inf,12.9677039244487,17.2048190206154
"2014001-005","2","45",15.3465933229541,1.08573032014237,Inf,13.2923690205067,17.5483536693111
"2014005-019","2","45",8.47217674142009,0.824718687298588,Inf,6.93285754641605,10.1656953953808
"2014005-024","2","45",11.8013419368696,0.96575578368886,Inf,9.98439497337525,13.7700880811581
